"Taxa","Country","Latrine_Number","Depth","OTUs"
"Fibrobacteria","V","2","3",0
"Flavobacteria","V","2","3",853
"Fusobacteria","V","2","3",0
"Gammaproteobacteria","V","2","3",165
"Gemmatimonadetes","V","2","3",1
"Holophagae","V","2","3",0
"Lentisphaeria","V","2","3",0
"Methanobacteria","V","2","3",0
"Methanomicrobia","V","2","3",0
"Mollicutes","V","2","3",85
"Nitrospira","V","2","3",0
"Opitutae","V","2","3",7
"Planctomycetacia","V","2","3",0
"Sphingobacteria","V","2","3",156
"Spirochaetes","V","2","3",0
"Subdivision3","V","2","3",0
"Synergistia","V","2","3",0
"Thermomicrobia","V","2","3",1
"Thermoplasmata","V","2","3",0
"Thermotogae","V","2","3",0
"Unknown","V","2","3",150
"Acidobacteria_Gp1","V","20","1",0
"Acidobacteria_Gp10","V","20","1",0
"Acidobacteria_Gp14","V","20","1",0
"Acidobacteria_Gp16","V","20","1",0
"Acidobacteria_Gp17","V","20","1",0
"Acidobacteria_Gp18","V","20","1",0
"Acidobacteria_Gp21","V","20","1",0
"Acidobacteria_Gp22","V","20","1",0
"Acidobacteria_Gp3","V","20","1",0
"Acidobacteria_Gp4","V","20","1",0
"Acidobacteria_Gp5","V","20","1",0
"Acidobacteria_Gp6","V","20","1",0
"Acidobacteria_Gp7","V","20","1",0
"Acidobacteria_Gp9","V","20","1",0
"Actinobacteria","V","20","1",425
"Alphaproteobacteria","V","20","1",317
"Anaerolineae","V","20","1",0
"Bacilli","V","20","1",2266
"Bacteroidia","V","20","1",1652
"Betaproteobacteria","V","20","1",108
"Caldilineae","V","20","1",0
"Chlamydiae","V","20","1",0
"Chloroflexi","V","20","1",0
"Chrysiogenetes","V","20","1",0
"Clostridia","V","20","1",5878
"Cyanobacteria","V","20","1",5
"Dehalococcoidetes","V","20","1",0
"Deinococci","V","20","1",43
"Deltaproteobacteria","V","20","1",4
"Epsilonproteobacteria","V","20","1",0
"Erysipelotrichi","V","20","1",306
"Fibrobacteria","V","20","1",0
"Flavobacteria","V","20","1",1515
"Fusobacteria","V","20","1",1
"Gammaproteobacteria","V","20","1",2184
"Gemmatimonadetes","V","20","1",0
"Holophagae","V","20","1",0
"Lentisphaeria","V","20","1",1
"Methanobacteria","V","20","1",0
"Methanomicrobia","V","20","1",0
"Mollicutes","V","20","1",1721
"Nitrospira","V","20","1",0
"Opitutae","V","20","1",14
"Planctomycetacia","V","20","1",0
"Sphingobacteria","V","20","1",270
"Spirochaetes","V","20","1",0
"Subdivision3","V","20","1",0
"Synergistia","V","20","1",0
"Thermomicrobia","V","20","1",1
"Thermoplasmata","V","20","1",0
"Thermotogae","V","20","1",0
"Unknown","V","20","1",725
"Acidobacteria_Gp1","V","21","1",0
"Acidobacteria_Gp10","V","21","1",0
"Acidobacteria_Gp14","V","21","1",0
"Acidobacteria_Gp16","V","21","1",0
"Acidobacteria_Gp17","V","21","1",0
"Acidobacteria_Gp18","V","21","1",0
"Acidobacteria_Gp21","V","21","1",0
"Acidobacteria_Gp22","V","21","1",0
"Acidobacteria_Gp3","V","21","1",0
"Acidobacteria_Gp4","V","21","1",0
"Acidobacteria_Gp5","V","21","1",0
"Acidobacteria_Gp6","V","21","1",0
"Acidobacteria_Gp7","V","21","1",0
"Acidobacteria_Gp9","V","21","1",0
"Actinobacteria","V","21","1",608
"Alphaproteobacteria","V","21","1",127
"Anaerolineae","V","21","1",0
"Bacilli","V","21","1",217
"Bacteroidia","V","21","1",200
"Betaproteobacteria","V","21","1",64
"Caldilineae","V","21","1",0
"Chlamydiae","V","21","1",0
"Chloroflexi","V","21","1",0
"Chrysiogenetes","V","21","1",0
"Clostridia","V","21","1",4052
"Cyanobacteria","V","21","1",0
"Dehalococcoidetes","V","21","1",0
"Deinococci","V","21","1",56
"Deltaproteobacteria","V","21","1",9
"Epsilonproteobacteria","V","21","1",0
"Erysipelotrichi","V","21","1",66
"Fibrobacteria","V","21","1",0
"Flavobacteria","V","21","1",1489
"Fusobacteria","V","21","1",0
"Gammaproteobacteria","V","21","1",1131
"Gemmatimonadetes","V","21","1",0
"Holophagae","V","21","1",0
"Lentisphaeria","V","21","1",1
"Methanobacteria","V","21","1",0
"Methanomicrobia","V","21","1",0
"Mollicutes","V","21","1",406
"Nitrospira","V","21","1",0
"Opitutae","V","21","1",11
"Planctomycetacia","V","21","1",0
"Sphingobacteria","V","21","1",241
"Spirochaetes","V","21","1",0
"Subdivision3","V","21","1",0
"Synergistia","V","21","1",0
"Thermomicrobia","V","21","1",5
"Thermoplasmata","V","21","1",0
"Thermotogae","V","21","1",0
"Unknown","V","21","1",58
"Acidobacteria_Gp1","V","21","4",0
"Acidobacteria_Gp10","V","21","4",0
"Acidobacteria_Gp14","V","21","4",0
"Acidobacteria_Gp16","V","21","4",0
"Acidobacteria_Gp17","V","21","4",0
"Acidobacteria_Gp18","V","21","4",0
"Acidobacteria_Gp21","V","21","4",0
"Acidobacteria_Gp22","V","21","4",0
"Acidobacteria_Gp3","V","21","4",0
"Acidobacteria_Gp4","V","21","4",0
"Acidobacteria_Gp5","V","21","4",0
"Acidobacteria_Gp6","V","21","4",0
"Acidobacteria_Gp7","V","21","4",0
"Acidobacteria_Gp9","V","21","4",0
"Actinobacteria","V","21","4",160
"Alphaproteobacteria","V","21","4",67
"Anaerolineae","V","21","4",0
"Bacilli","V","21","4",39
"Bacteroidia","V","21","4",84
"Betaproteobacteria","V","21","4",17
"Caldilineae","V","21","4",0
"Chlamydiae","V","21","4",0
"Chloroflexi","V","21","4",0
"Chrysiogenetes","V","21","4",0
"Clostridia","V","21","4",3797
"Cyanobacteria","V","21","4",0
"Dehalococcoidetes","V","21","4",0
"Deinococci","V","21","4",47
"Deltaproteobacteria","V","21","4",10
"Epsilonproteobacteria","V","21","4",0
"Erysipelotrichi","V","21","4",96
"Fibrobacteria","V","21","4",0
"Flavobacteria","V","21","4",229
"Fusobacteria","V","21","4",0
"Gammaproteobacteria","V","21","4",226
"Gemmatimonadetes","V","21","4",0
"Holophagae","V","21","4",0
"Lentisphaeria","V","21","4",1
"Methanobacteria","V","21","4",0
"Methanomicrobia","V","21","4",0
"Mollicutes","V","21","4",10
"Nitrospira","V","21","4",0
"Opitutae","V","21","4",2
"Planctomycetacia","V","21","4",1
"Sphingobacteria","V","21","4",119
"Spirochaetes","V","21","4",0
"Subdivision3","V","21","4",0
"Synergistia","V","21","4",0
"Thermomicrobia","V","21","4",8
"Thermoplasmata","V","21","4",0
"Thermotogae","V","21","4",0
"Unknown","V","21","4",72
"Acidobacteria_Gp1","V","22","1",1
"Acidobacteria_Gp10","V","22","1",3
"Acidobacteria_Gp14","V","22","1",0
"Acidobacteria_Gp16","V","22","1",0
"Acidobacteria_Gp17","V","22","1",0
"Acidobacteria_Gp18","V","22","1",0
"Acidobacteria_Gp21","V","22","1",0
"Acidobacteria_Gp22","V","22","1",1
"Acidobacteria_Gp3","V","22","1",2
"Acidobacteria_Gp4","V","22","1",7
"Acidobacteria_Gp5","V","22","1",1
"Acidobacteria_Gp6","V","22","1",37
"Acidobacteria_Gp7","V","22","1",1
"Acidobacteria_Gp9","V","22","1",1
"Actinobacteria","V","22","1",1771
"Alphaproteobacteria","V","22","1",1122
"Anaerolineae","V","22","1",20
"Bacilli","V","22","1",113
"Bacteroidia","V","22","1",31
"Betaproteobacteria","V","22","1",108
"Caldilineae","V","22","1",113
"Chlamydiae","V","22","1",0
"Chloroflexi","V","22","1",0
"Chrysiogenetes","V","22","1",0
"Clostridia","V","22","1",1093
"Cyanobacteria","V","22","1",0
"Dehalococcoidetes","V","22","1",0
"Deinococci","V","22","1",369
"Deltaproteobacteria","V","22","1",133
"Epsilonproteobacteria","V","22","1",0
"Erysipelotrichi","V","22","1",96
"Fibrobacteria","V","22","1",0
"Flavobacteria","V","22","1",309
"Fusobacteria","V","22","1",0
"Gammaproteobacteria","V","22","1",1070
"Gemmatimonadetes","V","22","1",6
"Holophagae","V","22","1",0
"Lentisphaeria","V","22","1",0
"Methanobacteria","V","22","1",0
"Methanomicrobia","V","22","1",0
"Mollicutes","V","22","1",2
"Nitrospira","V","22","1",2
"Opitutae","V","22","1",12
"Planctomycetacia","V","22","1",50
"Sphingobacteria","V","22","1",403
"Spirochaetes","V","22","1",3
"Subdivision3","V","22","1",0
"Synergistia","V","22","1",0
"Thermomicrobia","V","22","1",190
"Thermoplasmata","V","22","1",0
"Thermotogae","V","22","1",0
"Unknown","V","22","1",1013
"Acidobacteria_Gp1","V","22","3",0
"Acidobacteria_Gp10","V","22","3",0
"Acidobacteria_Gp14","V","22","3",0
"Acidobacteria_Gp16","V","22","3",0
"Acidobacteria_Gp17","V","22","3",0
"Acidobacteria_Gp18","V","22","3",0
"Acidobacteria_Gp21","V","22","3",0
"Acidobacteria_Gp22","V","22","3",0
"Acidobacteria_Gp3","V","22","3",0
"Acidobacteria_Gp4","V","22","3",1
"Acidobacteria_Gp5","V","22","3",0
"Acidobacteria_Gp6","V","22","3",0
"Acidobacteria_Gp7","V","22","3",0
"Acidobacteria_Gp9","V","22","3",0
"Actinobacteria","V","22","3",751
"Alphaproteobacteria","V","22","3",240
"Anaerolineae","V","22","3",0
"Bacilli","V","22","3",19
"Bacteroidia","V","22","3",311
"Betaproteobacteria","V","22","3",38
"Caldilineae","V","22","3",4
"Chlamydiae","V","22","3",0
"Chloroflexi","V","22","3",0
"Chrysiogenetes","V","22","3",0
"Clostridia","V","22","3",1046
"Cyanobacteria","V","22","3",1
"Dehalococcoidetes","V","22","3",0
"Deinococci","V","22","3",250
"Deltaproteobacteria","V","22","3",55
"Epsilonproteobacteria","V","22","3",0
"Erysipelotrichi","V","22","3",33
"Fibrobacteria","V","22","3",0
"Flavobacteria","V","22","3",588
"Fusobacteria","V","22","3",0
"Gammaproteobacteria","V","22","3",1114
"Gemmatimonadetes","V","22","3",0
"Holophagae","V","22","3",0
"Lentisphaeria","V","22","3",0
"Methanobacteria","V","22","3",0
"Methanomicrobia","V","22","3",0
"Mollicutes","V","22","3",0
"Nitrospira","V","22","3",0
"Opitutae","V","22","3",18
"Planctomycetacia","V","22","3",4
"Sphingobacteria","V","22","3",150
"Spirochaetes","V","22","3",11
"Subdivision3","V","22","3",0
"Synergistia","V","22","3",0
"Thermomicrobia","V","22","3",9
"Thermoplasmata","V","22","3",0
"Thermotogae","V","22","3",0
"Unknown","V","22","3",670
"Acidobacteria_Gp1","V","22","4",0
"Acidobacteria_Gp10","V","22","4",0
"Acidobacteria_Gp14","V","22","4",0
"Acidobacteria_Gp16","V","22","4",0
"Acidobacteria_Gp17","V","22","4",0
"Acidobacteria_Gp18","V","22","4",0
"Acidobacteria_Gp21","V","22","4",0
"Acidobacteria_Gp22","V","22","4",0
"Acidobacteria_Gp3","V","22","4",0
"Acidobacteria_Gp4","V","22","4",0
"Acidobacteria_Gp5","V","22","4",1
"Acidobacteria_Gp6","V","22","4",3
"Acidobacteria_Gp7","V","22","4",0
"Acidobacteria_Gp9","V","22","4",0
"Actinobacteria","V","22","4",387
"Alphaproteobacteria","V","22","4",507
"Anaerolineae","V","22","4",0
"Bacilli","V","22","4",399
"Bacteroidia","V","22","4",53
"Betaproteobacteria","V","22","4",254
"Caldilineae","V","22","4",3
"Chlamydiae","V","22","4",0
"Chloroflexi","V","22","4",0
"Chrysiogenetes","V","22","4",0
"Clostridia","V","22","4",324
"Cyanobacteria","V","22","4",5
"Dehalococcoidetes","V","22","4",0
"Deinococci","V","22","4",203
"Deltaproteobacteria","V","22","4",13
"Epsilonproteobacteria","V","22","4",0
"Erysipelotrichi","V","22","4",15
"Fibrobacteria","V","22","4",0
"Flavobacteria","V","22","4",479
"Fusobacteria","V","22","4",0
"Gammaproteobacteria","V","22","4",1408
"Gemmatimonadetes","V","22","4",0
"Holophagae","V","22","4",0
"Lentisphaeria","V","22","4",0
"Methanobacteria","V","22","4",0
"Methanomicrobia","V","22","4",0
"Mollicutes","V","22","4",28
"Nitrospira","V","22","4",0
"Opitutae","V","22","4",13
"Planctomycetacia","V","22","4",10
"Sphingobacteria","V","22","4",323
"Spirochaetes","V","22","4",3
"Subdivision3","V","22","4",0
"Synergistia","V","22","4",0
"Thermomicrobia","V","22","4",9
"Thermoplasmata","V","22","4",0
"Thermotogae","V","22","4",0
"Unknown","V","22","4",784
"Acidobacteria_Gp1","V","3","1",0
"Acidobacteria_Gp10","V","3","1",0
"Acidobacteria_Gp14","V","3","1",0
"Acidobacteria_Gp16","V","3","1",0
"Acidobacteria_Gp17","V","3","1",0
"Acidobacteria_Gp18","V","3","1",0
"Acidobacteria_Gp21","V","3","1",0
"Acidobacteria_Gp22","V","3","1",0
"Acidobacteria_Gp3","V","3","1",0
"Acidobacteria_Gp4","V","3","1",0
"Acidobacteria_Gp5","V","3","1",0
"Acidobacteria_Gp6","V","3","1",0
"Acidobacteria_Gp7","V","3","1",0
"Acidobacteria_Gp9","V","3","1",0
"Actinobacteria","V","3","1",2312
"Alphaproteobacteria","V","3","1",7322
"Anaerolineae","V","3","1",0
"Bacilli","V","3","1",2435
"Bacteroidia","V","3","1",4
"Betaproteobacteria","V","3","1",543
"Caldilineae","V","3","1",8
"Chlamydiae","V","3","1",0
"Chloroflexi","V","3","1",0
"Chrysiogenetes","V","3","1",0
"Clostridia","V","3","1",237
"Cyanobacteria","V","3","1",3
"Dehalococcoidetes","V","3","1",0
"Deinococci","V","3","1",1241
"Deltaproteobacteria","V","3","1",77
"Epsilonproteobacteria","V","3","1",0
"Erysipelotrichi","V","3","1",5
"Fibrobacteria","V","3","1",0
"Flavobacteria","V","3","1",701
"Fusobacteria","V","3","1",0
"Gammaproteobacteria","V","3","1",5191
"Gemmatimonadetes","V","3","1",0
"Holophagae","V","3","1",0
"Lentisphaeria","V","3","1",0
"Methanobacteria","V","3","1",0
"Methanomicrobia","V","3","1",0
"Mollicutes","V","3","1",8
"Nitrospira","V","3","1",0
"Opitutae","V","3","1",32
"Planctomycetacia","V","3","1",17
"Sphingobacteria","V","3","1",2292
"Spirochaetes","V","3","1",2
"Subdivision3","V","3","1",0
"Synergistia","V","3","1",0
"Thermomicrobia","V","3","1",309
"Thermoplasmata","V","3","1",0
"Thermotogae","V","3","1",0
"Unknown","V","3","1",814
"Acidobacteria_Gp1","V","3","2",0
"Acidobacteria_Gp10","V","3","2",0
"Acidobacteria_Gp14","V","3","2",0
"Acidobacteria_Gp16","V","3","2",0
"Acidobacteria_Gp17","V","3","2",0
"Acidobacteria_Gp18","V","3","2",0
"Acidobacteria_Gp21","V","3","2",3
"Acidobacteria_Gp22","V","3","2",0
"Acidobacteria_Gp3","V","3","2",0
"Acidobacteria_Gp4","V","3","2",0
"Acidobacteria_Gp5","V","3","2",0
"Acidobacteria_Gp6","V","3","2",3
"Acidobacteria_Gp7","V","3","2",0
"Acidobacteria_Gp9","V","3","2",0
"Actinobacteria","V","3","2",2649
"Alphaproteobacteria","V","3","2",8660
"Anaerolineae","V","3","2",0
"Bacilli","V","3","2",1040
"Bacteroidia","V","3","2",11
"Betaproteobacteria","V","3","2",268
"Caldilineae","V","3","2",5
"Chlamydiae","V","3","2",0
"Chloroflexi","V","3","2",0
"Chrysiogenetes","V","3","2",0
"Clostridia","V","3","2",688
"Cyanobacteria","V","3","2",0
"Dehalococcoidetes","V","3","2",0
"Deinococci","V","3","2",748
"Deltaproteobacteria","V","3","2",98
"Epsilonproteobacteria","V","3","2",0
"Erysipelotrichi","V","3","2",16
"Fibrobacteria","V","3","2",0
"Flavobacteria","V","3","2",1096
"Fusobacteria","V","3","2",0
"Gammaproteobacteria","V","3","2",4515
"Gemmatimonadetes","V","3","2",0
"Holophagae","V","3","2",0
"Lentisphaeria","V","3","2",0
"Methanobacteria","V","3","2",0
"Methanomicrobia","V","3","2",0
"Mollicutes","V","3","2",14
"Nitrospira","V","3","2",0
"Opitutae","V","3","2",48
"Planctomycetacia","V","3","2",1
"Sphingobacteria","V","3","2",2073
"Spirochaetes","V","3","2",0
"Subdivision3","V","3","2",0
"Synergistia","V","3","2",2
"Thermomicrobia","V","3","2",196
"Thermoplasmata","V","3","2",0
"Thermotogae","V","3","2",0
"Unknown","V","3","2",645
"Acidobacteria_Gp1","V","4","1",0
"Acidobacteria_Gp10","V","4","1",0
"Acidobacteria_Gp14","V","4","1",0
"Acidobacteria_Gp16","V","4","1",0
"Acidobacteria_Gp17","V","4","1",0
"Acidobacteria_Gp18","V","4","1",0
"Acidobacteria_Gp21","V","4","1",0
"Acidobacteria_Gp22","V","4","1",0
"Acidobacteria_Gp3","V","4","1",0
"Acidobacteria_Gp4","V","4","1",1
"Acidobacteria_Gp5","V","4","1",0
"Acidobacteria_Gp6","V","4","1",0
"Acidobacteria_Gp7","V","4","1",0
"Acidobacteria_Gp9","V","4","1",0
"Actinobacteria","V","4","1",30
"Alphaproteobacteria","V","4","1",62
"Anaerolineae","V","4","1",0
"Bacilli","V","4","1",25
"Bacteroidia","V","4","1",3
"Betaproteobacteria","V","4","1",3
"Caldilineae","V","4","1",7
"Chlamydiae","V","4","1",0
"Chloroflexi","V","4","1",0
"Chrysiogenetes","V","4","1",0
"Clostridia","V","4","1",233
"Cyanobacteria","V","4","1",0
"Dehalococcoidetes","V","4","1",0
"Deinococci","V","4","1",20
"Deltaproteobacteria","V","4","1",15
"Epsilonproteobacteria","V","4","1",0
"Erysipelotrichi","V","4","1",7
"Fibrobacteria","V","4","1",0
"Flavobacteria","V","4","1",25
"Fusobacteria","V","4","1",0
"Gammaproteobacteria","V","4","1",68
"Gemmatimonadetes","V","4","1",0
"Holophagae","V","4","1",0
"Lentisphaeria","V","4","1",0
"Methanobacteria","V","4","1",0
"Methanomicrobia","V","4","1",0
"Mollicutes","V","4","1",0
"Nitrospira","V","4","1",0
"Opitutae","V","4","1",2
"Planctomycetacia","V","4","1",0
"Sphingobacteria","V","4","1",90
"Spirochaetes","V","4","1",1
"Subdivision3","V","4","1",0
"Synergistia","V","4","1",0
"Thermomicrobia","V","4","1",6
"Thermoplasmata","V","4","1",0
"Thermotogae","V","4","1",0
"Unknown","V","4","1",79
"Acidobacteria_Gp1","V","4","2",0
"Acidobacteria_Gp10","V","4","2",2
"Acidobacteria_Gp14","V","4","2",0
"Acidobacteria_Gp16","V","4","2",1
"Acidobacteria_Gp17","V","4","2",0
"Acidobacteria_Gp18","V","4","2",0
"Acidobacteria_Gp21","V","4","2",2
"Acidobacteria_Gp22","V","4","2",0
"Acidobacteria_Gp3","V","4","2",3
"Acidobacteria_Gp4","V","4","2",2
"Acidobacteria_Gp5","V","4","2",0
"Acidobacteria_Gp6","V","4","2",3
"Acidobacteria_Gp7","V","4","2",0
"Acidobacteria_Gp9","V","4","2",0
"Actinobacteria","V","4","2",70
"Alphaproteobacteria","V","4","2",153
"Anaerolineae","V","4","2",0
"Bacilli","V","4","2",48
"Bacteroidia","V","4","2",3
"Betaproteobacteria","V","4","2",24
"Caldilineae","V","4","2",26
"Chlamydiae","V","4","2",0
"Chloroflexi","V","4","2",0
"Chrysiogenetes","V","4","2",0
"Clostridia","V","4","2",571
"Cyanobacteria","V","4","2",0
"Dehalococcoidetes","V","4","2",0
"Deinococci","V","4","2",19
"Deltaproteobacteria","V","4","2",11
"Epsilonproteobacteria","V","4","2",0
"Erysipelotrichi","V","4","2",49
"Fibrobacteria","V","4","2",0
"Flavobacteria","V","4","2",29
"Fusobacteria","V","4","2",0
"Gammaproteobacteria","V","4","2",90
"Gemmatimonadetes","V","4","2",2
"Holophagae","V","4","2",0
"Lentisphaeria","V","4","2",0
"Methanobacteria","V","4","2",0
"Methanomicrobia","V","4","2",0
"Mollicutes","V","4","2",1
"Nitrospira","V","4","2",0
"Opitutae","V","4","2",1
"Planctomycetacia","V","4","2",14
"Sphingobacteria","V","4","2",235
"Spirochaetes","V","4","2",1
"Subdivision3","V","4","2",0
"Synergistia","V","4","2",0
"Thermomicrobia","V","4","2",29
"Thermoplasmata","V","4","2",0
"Thermotogae","V","4","2",0
"Unknown","V","4","2",242
"Acidobacteria_Gp1","V","5","1",0
"Acidobacteria_Gp10","V","5","1",0
"Acidobacteria_Gp14","V","5","1",0
"Acidobacteria_Gp16","V","5","1",0
"Acidobacteria_Gp17","V","5","1",0
"Acidobacteria_Gp18","V","5","1",0
"Acidobacteria_Gp21","V","5","1",0
"Acidobacteria_Gp22","V","5","1",0
"Acidobacteria_Gp3","V","5","1",0
"Acidobacteria_Gp4","V","5","1",0
"Acidobacteria_Gp5","V","5","1",0
"Acidobacteria_Gp6","V","5","1",0
"Acidobacteria_Gp7","V","5","1",0
"Acidobacteria_Gp9","V","5","1",0
"Actinobacteria","V","5","1",12
"Alphaproteobacteria","V","5","1",6
"Anaerolineae","V","5","1",0
"Bacilli","V","5","1",40
"Bacteroidia","V","5","1",274
"Betaproteobacteria","V","5","1",14
"Caldilineae","V","5","1",0
"Chlamydiae","V","5","1",0
"Chloroflexi","V","5","1",0
"Chrysiogenetes","V","5","1",0
"Clostridia","V","5","1",794
"Cyanobacteria","V","5","1",0
"Dehalococcoidetes","V","5","1",0
"Deinococci","V","5","1",1
"Deltaproteobacteria","V","5","1",0
"Epsilonproteobacteria","V","5","1",0
"Erysipelotrichi","V","5","1",12
"Fibrobacteria","V","5","1",0
"Flavobacteria","V","5","1",48
"Fusobacteria","V","5","1",10
"Gammaproteobacteria","V","5","1",64
"Gemmatimonadetes","V","5","1",0
"Holophagae","V","5","1",0
"Lentisphaeria","V","5","1",0
"Methanobacteria","V","5","1",0
"Methanomicrobia","V","5","1",0
"Mollicutes","V","5","1",5
"Nitrospira","V","5","1",0
"Opitutae","V","5","1",2
"Planctomycetacia","V","5","1",0
"Sphingobacteria","V","5","1",5
"Spirochaetes","V","5","1",0
"Subdivision3","V","5","1",0
"Synergistia","V","5","1",0
"Thermomicrobia","V","5","1",0
"Thermoplasmata","V","5","1",0
"Thermotogae","V","5","1",0
"Unknown","V","5","1",30
"Acidobacteria_Gp1","V","5","3",0
"Acidobacteria_Gp10","V","5","3",0
"Acidobacteria_Gp14","V","5","3",0
"Acidobacteria_Gp16","V","5","3",0
"Acidobacteria_Gp17","V","5","3",0
"Acidobacteria_Gp18","V","5","3",0
"Acidobacteria_Gp21","V","5","3",0
"Acidobacteria_Gp22","V","5","3",0
"Acidobacteria_Gp3","V","5","3",0
"Acidobacteria_Gp4","V","5","3",0
"Acidobacteria_Gp5","V","5","3",0
"Acidobacteria_Gp6","V","5","3",2
"Acidobacteria_Gp7","V","5","3",0
"Acidobacteria_Gp9","V","5","3",0
"Actinobacteria","V","5","3",1671
"Alphaproteobacteria","V","5","3",602
"Anaerolineae","V","5","3",1
"Bacilli","V","5","3",286
"Bacteroidia","V","5","3",217
"Betaproteobacteria","V","5","3",162
"Caldilineae","V","5","3",3
"Chlamydiae","V","5","3",0
"Chloroflexi","V","5","3",0
"Chrysiogenetes","V","5","3",0
"Clostridia","V","5","3",4461
"Cyanobacteria","V","5","3",0
"Dehalococcoidetes","V","5","3",0
"Deinococci","V","5","3",2074
"Deltaproteobacteria","V","5","3",73
"Epsilonproteobacteria","V","5","3",0
"Erysipelotrichi","V","5","3",114
"Fibrobacteria","V","5","3",0
"Flavobacteria","V","5","3",972
"Fusobacteria","V","5","3",2
"Gammaproteobacteria","V","5","3",1762
"Gemmatimonadetes","V","5","3",0
"Holophagae","V","5","3",0
"Lentisphaeria","V","5","3",0
"Methanobacteria","V","5","3",0
"Methanomicrobia","V","5","3",0
"Mollicutes","V","5","3",119
"Nitrospira","V","5","3",0
"Opitutae","V","5","3",59
"Planctomycetacia","V","5","3",22
"Sphingobacteria","V","5","3",1225
"Spirochaetes","V","5","3",3
"Subdivision3","V","5","3",0
"Synergistia","V","5","3",0
"Thermomicrobia","V","5","3",212
"Thermoplasmata","V","5","3",0
"Thermotogae","V","5","3",0
"Unknown","V","5","3",1139
"Acidobacteria_Gp1","V","6","1",0
"Acidobacteria_Gp10","V","6","1",0
"Acidobacteria_Gp14","V","6","1",0
"Acidobacteria_Gp16","V","6","1",0
"Acidobacteria_Gp17","V","6","1",0
"Acidobacteria_Gp18","V","6","1",0
"Acidobacteria_Gp21","V","6","1",0
"Acidobacteria_Gp22","V","6","1",0
"Acidobacteria_Gp3","V","6","1",0
"Acidobacteria_Gp4","V","6","1",0
"Acidobacteria_Gp5","V","6","1",0
"Acidobacteria_Gp6","V","6","1",0
"Acidobacteria_Gp7","V","6","1",0
"Acidobacteria_Gp9","V","6","1",0
"Actinobacteria","V","6","1",1367
"Alphaproteobacteria","V","6","1",410
"Anaerolineae","V","6","1",0
"Bacilli","V","6","1",86
"Bacteroidia","V","6","1",48
"Betaproteobacteria","V","6","1",90
"Caldilineae","V","6","1",2
"Chlamydiae","V","6","1",0
"Chloroflexi","V","6","1",0
"Chrysiogenetes","V","6","1",0
"Clostridia","V","6","1",1134
"Cyanobacteria","V","6","1",0
"Dehalococcoidetes","V","6","1",0
"Deinococci","V","6","1",861
"Deltaproteobacteria","V","6","1",33
"Epsilonproteobacteria","V","6","1",0
"Erysipelotrichi","V","6","1",38
"Fibrobacteria","V","6","1",0
"Flavobacteria","V","6","1",415
"Fusobacteria","V","6","1",6
"Gammaproteobacteria","V","6","1",995
"Gemmatimonadetes","V","6","1",0
"Holophagae","V","6","1",0
"Lentisphaeria","V","6","1",0
"Methanobacteria","V","6","1",0
"Methanomicrobia","V","6","1",0
"Mollicutes","V","6","1",24
"Nitrospira","V","6","1",0
"Opitutae","V","6","1",24
"Planctomycetacia","V","6","1",6
"Sphingobacteria","V","6","1",853
"Spirochaetes","V","6","1",0
"Subdivision3","V","6","1",0
"Synergistia","V","6","1",3
"Thermomicrobia","V","6","1",325
"Thermoplasmata","V","6","1",0
"Thermotogae","V","6","1",0
"Unknown","V","6","1",227
"Acidobacteria_Gp1","V","6","2",0
"Acidobacteria_Gp10","V","6","2",0
"Acidobacteria_Gp14","V","6","2",0
"Acidobacteria_Gp16","V","6","2",0
"Acidobacteria_Gp17","V","6","2",0
"Acidobacteria_Gp18","V","6","2",0
"Acidobacteria_Gp21","V","6","2",0
"Acidobacteria_Gp22","V","6","2",0
"Acidobacteria_Gp3","V","6","2",0
"Acidobacteria_Gp4","V","6","2",0
"Acidobacteria_Gp5","V","6","2",0
"Acidobacteria_Gp6","V","6","2",0
"Acidobacteria_Gp7","V","6","2",0
"Acidobacteria_Gp9","V","6","2",0
"Actinobacteria","V","6","2",779
"Alphaproteobacteria","V","6","2",592
"Anaerolineae","V","6","2",0
"Bacilli","V","6","2",232
"Bacteroidia","V","6","2",468
"Betaproteobacteria","V","6","2",87
"Caldilineae","V","6","2",0
"Chlamydiae","V","6","2",0
"Chloroflexi","V","6","2",0
"Chrysiogenetes","V","6","2",0
"Clostridia","V","6","2",6048
"Cyanobacteria","V","6","2",0
"Dehalococcoidetes","V","6","2",0
"Deinococci","V","6","2",104
"Deltaproteobacteria","V","6","2",3
"Epsilonproteobacteria","V","6","2",0
"Erysipelotrichi","V","6","2",217
"Fibrobacteria","V","6","2",0
"Flavobacteria","V","6","2",302
"Fusobacteria","V","6","2",1
"Gammaproteobacteria","V","6","2",2616
"Gemmatimonadetes","V","6","2",0
"Holophagae","V","6","2",0
"Lentisphaeria","V","6","2",0
"Methanobacteria","V","6","2",0
"Methanomicrobia","V","6","2",0
"Mollicutes","V","6","2",50
"Nitrospira","V","6","2",0
"Opitutae","V","6","2",9
"Planctomycetacia","V","6","2",5
"Sphingobacteria","V","6","2",203
"Spirochaetes","V","6","2",1
"Subdivision3","V","6","2",0
"Synergistia","V","6","2",22
"Thermomicrobia","V","6","2",12
"Thermoplasmata","V","6","2",0
"Thermotogae","V","6","2",0
"Unknown","V","6","2",187
"Acidobacteria_Gp1","V","6","3",0
